image,facelike,hominess,invitingness,price,relaxation,safety
3894834319-458620524.png,25.8,59,45.1,62.4,68.8,64
3901736939-477530960.png,21.5,43.6,41.4,45.8,45,41.7
4082983028-599218589.png,21.6,35,33.6,44.2,44.8,41.9
458620524-1472018081.png,29.3,69,63.7,63,74.2,64.3
537639242-1482179781.png,25.9,54.3,33,40,54,45
545221693-1667517350.png,57.5,54.8,53.5,59.8,52.3,56.5
607697778-1814167872.png,30.2,58.9,49.8,53.1,50.7,56.5
75300394-1067637332.png,24.8,42.7,44.2,33.1,46.2,42.1
901348950-1867628749.png,43,43.7,51.2,70.3,46.6,60.2
1071478059-1971198480.png,33.5,69,62.5,46.6,48.3,48.5
1191524032-1990417017.png,21.2,58.3,58.5,63.6,54.2,64.2
148570-701259143.png,46.9,55.6,62.8,75.2,54.8,64
1711987699-2042883939.png,16.2,51.8,58.4,54.6,47.5,53.9
1793486405-2406307838.png,74.9,28.4,18.5,23,18,25.6
2055980414-2478373931.png,19,47.7,44.4,60.4,37.1,56.9
216570695-1242413945.png,42.2,67.6,67.5,79,61.4,70.8
2187262714-2989255075.png,39,55.5,49.9,54.3,44.5,58.4
225317499-1439969252.png,24.4,50.5,47.4,49.7,45.7,47.8
2466745411-3246770078.png,75.2,48.7,56.5,52.8,37.6,61.3
2504525872-3407634467.png,45.1,40.5,50.8,48.9,49,36.9
2578050466-4288867230.png,36,70.5,73.6,79.4,64.9,69
259505-1067637332.png,18.7,33.1,26.4,34.4,19,34.9
2692805426-514967.png,15.3,39,34.2,44,27.7,43.3
277313221-1472018081.png,20.6,22.4,18.2,38.7,15.6,32.4
2893220697-121855198.png,22,54.4,45.8,54,48.1,46.7
2900765866-170974769.png,28.1,53.6,58.3,56.8,60.9,50.9
3197003265-241477212.png,25.1,43.3,51.1,61.2,55,45
3205771837-374143148.png,30.2,58.2,71.2,67.3,67.5,63.2
3505025198-376378501.png,16.3,42.4,34.6,43.6,26.9,46.5
3776926244-458620524.png,35.4,71.5,78.2,78.6,71.8,71.3
3894834319-477530960.png,15.7,58.3,54.6,58.5,56.6,47
3901736939-599218589.png,16.9,41.7,43.5,61.9,39.9,47.3
4082983028-611234126.png,18.6,31.1,28.3,51.3,29.5,54.8
458620524-1482179781.png,13.9,47.9,47.5,55.4,40.6,40.5
537639242-1667517350.png,65.6,61.8,66.5,74.7,59.8,73.5
545221693-1814167872.png,22.9,50.3,41.4,55.6,36.3,65.6
607697778-1867628749.png,25.9,40.5,42.8,54.6,42.9,59
75300394-1094666325.png,22,49.5,48.2,62.3,47.8,50.2
901348950-1939800280.png,41.9,64.8,65.8,79.5,62,71.1
1071478059-1990417017.png,35.9,53.1,49.6,47.6,55.9,50
1191524032-2042883939.png,29.3,56.6,42.9,54.9,54.4,55.1
148570-1067637332.png,27.5,38.6,25.1,31.2,30.7,23
1711987699-2406307838.png,55.8,55.4,53.5,52.1,65.8,52.1
1793486405-2478373931.png,44.9,58.9,48.4,60.5,50.1,60.5
2055980414-2989255075.png,47,45.7,29.3,42.9,57.5,49.3
216570695-1439969252.png,41.1,49.9,40.5,37.4,47.7,49.3
2187262714-3246770078.png,55.2,51.4,37.6,50.3,59.2,51.5
225317499-1472018081.png,43.9,88,83.8,88.7,91.2,76.5
2466745411-3407634467.png,38.7,55.5,49.1,51.2,55.5,52.4
2504525872-4288867230.png,43.3,54.3,59.9,71.3,70.9,70.7
2578050466-514967.png,41.6,64.1,66,69.7,71.6,69.8
259505-1094666325.png,23.1,51.9,42,50.4,43.5,46.3
2692805426-121855198.png,26.5,33.9,28.1,29.4,36.5,26.8
277313221-1482179781.png,25.3,25,20.7,32.5,28.1,36.9
2893220697-170974769.png,40.3,54.2,47.9,55,55,45.6
2900765866-241477212.png,30.9,58.7,55.1,52,49.9,52.2
3197003265-374143148.png,48.1,61.3,68,64.3,72.5,57
3205771837-376378501.png,35.1,66.3,51.6,63.3,65.2,59
3505025198-458620524.png,44.6,67,69.6,83.2,70.9,68.8
3776926244-477530960.png,27.1,52,47.9,58.9,62.2,58.8
3894834319-599218589.png,35.5,62.1,58.2,64.2,59.8,60.3
3901736939-611234126.png,24.2,40.6,47.6,54,50.3,59
4082983028-701259143.png,39.7,42.2,42,57.3,41.2,51.3
458620524-1667517350.png,41.8,62.9,56.5,77.6,68.8,60.2
537639242-1814167872.png,30.3,55.2,60.4,63.1,60.2,53
545221693-1867628749.png,37.9,31.5,26.6,40.1,25.6,40.9
607697778-1939800280.png,49.1,71.2,67,80,59.2,69.4
75300394-1242413945.png,45.6,59.3,62.5,76.8,66.1,70.8
901348950-1971198480.png,35.2,65.7,56.3,65.2,62.7,61.5
1071478059-2042883939.png,22.9,36.2,30.4,36.2,40.7,38.8
1191524032-2406307838.png,37,42.6,31.9,30.8,35.6,26.6
148570-1094666325.png,21.7,42.6,48.6,61.5,53.7,52.5
1711987699-2478373931.png,25.1,75,74.7,80.6,72.8,75.1
1793486405-2989255075.png,31.8,45.8,33.5,45.9,43.6,44
2055980414-3246770078.png,40.9,34.7,22.8,38.5,29.8,31.9
216570695-1472018081.png,25.5,76.6,70,67.7,72.5,66.4
2187262714-3407634467.png,38,42.8,39.2,35.9,48.7,33.9
225317499-1482179781.png,20.2,49.5,46.8,47,35.6,43.3
2466745411-4288867230.png,29.9,66.3,61.2,66.3,59.6,57.9
2504525872-514967.png,21.1,44.4,51.2,38.1,44.5,31.1
2578050466-121855198.png,17.4,74,69.8,67.1,68.8,51.7
259505-1242413945.png,21.9,54.1,53.8,67.2,64.8,53.6
2692805426-170974769.png,33.8,34.3,26.5,35.5,39.2,24.6
277313221-1667517350.png,32.1,56.4,51,62.9,41.1,52.4
2893220697-241477212.png,23.5,46.4,46.7,37.5,47.6,32.2
2900765866-374143148.png,31.6,48.4,47.8,52.1,57.8,41.7
3197003265-376378501.png,28.7,47.5,41.9,41.6,40.9,38.7
3205771837-458620524.png,20.1,81.1,74.3,76.5,74.7,66.5
3505025198-477530960.png,22.8,23.6,27.4,37.9,29.4,30.6
3776926244-599218589.png,31.6,32.5,28,41,37.9,33.9
3894834319-611234126.png,31.5,41.6,33.5,49.8,42.6,33.4
3901736939-701259143.png,41.4,54.3,52.9,56.2,53.4,50
4082983028-1067637332.png,22.9,31.3,19.5,32.8,28.4,23.7
458620524-1814167872.png,29.5,70.4,59.4,72.5,71.1,61.2
537639242-1867628749.png,24.5,50.4,33.2,56.4,49.6,40.9
545221693-1939800280.png,28.3,66.2,55.7,63.3,53.6,56.5
607697778-1971198480.png,27.5,48.3,40.8,39.5,44.9,38.4
75300394-1439969252.png,16.5,19.9,22.3,27.6,17.5,17
901348950-1990417017.png,25.3,50.6,45.6,51.9,47.1,47.4
1071478059-2406307838.png,60.7,40.2,40.4,41.3,41.6,48.7
1191524032-2478373931.png,44.4,67.2,72.4,76.6,62.1,74
148570-1242413945.png,49.5,70,67.6,77.2,60.5,79.5
1711987699-2989255075.png,47.4,59,55.4,56.6,55.1,61
1793486405-3246770078.png,69.6,50.3,48.7,50.1,54.6,62
